PRJ_NAME|EVENT|LAB_ID|SAMPLE_DT|ANALYSIS_METH|CONSTITUENT|CAS_ID|P_CODE|SAMPLE_ID|EXTRACTED_DATE|ANALYZED_DT|DILUTION|RESULT|UNITS|QUAL|LIMIT|QA|COMMENTS
Swan Island Lagoon|Phase I|ALS|10/09/18 11:37|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|511-0to28-100918|10/17/18 00:00|10/30/18 12:47|5|100|ug/Kg|DT|6.8||
Swan Island Lagoon|Phase I|ALS|10/11/18 11:27|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|512-0to28-101118|10/24/18 00:00|11/02/18 21:42|1|100|ug/Kg|T|1.4||
Swan Island Lagoon|Phase I|ALS|10/13/18 13:13|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|513-0to26-101318|10/26/18 00:00|11/03/18 02:05|5|100|ug/Kg|DJT|7.5||
Swan Island Lagoon|Phase I|ALS|10/16/18 11:25|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34205|514-0to29-101618|10/29/18 00:00|11/06/18 14:42|5|100|ug/Kg|DJT|6.2||
Swan Island Lagoon|Phase I|ALS|10/20/18 12:05|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|A1-0to30-102018|11/07/18 00:00|11/13/18 15:32|1|100|ug/Kg|JXT|0.92||
Swan Island Lagoon|Phase I|ALS|10/14/18 12:58|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|B1-0to20-101418|10/26/18 00:00|11/05/18 15:42|5|100|ug/Kg|DT|3.4||
Swan Island Lagoon|Phase I|ALS|10/08/18 12:16|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|B3-0to21-100818|10/17/18 00:00|10/30/18 12:18|5|100|ug/Kg|DT|5.7||
Swan Island Lagoon|Phase I|ALS|10/08/18 15:07|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|B5-0to26-100818|10/17/18 00:00|10/30/18 11:49|5|100|ug/Kg|DT|7.1||
Swan Island Lagoon|Phase I|ALS|10/09/18 14:13|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|B7-0to30-100918|10/17/18 00:00|10/30/18 13:46|5|100|ug/Kg|DJT|6.5||
Swan Island Lagoon|Phase I|ALS|10/10/18 11:53|SW8270D-SIM|PDI_CALC_TOTAL_PAH_ND_zero||34696|D3-0to26-101018|10/24/18 00:00|11/02/18 20:14|1|100|ug/Kg|DT|3.2||
